time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,wind_speed_100m,hour,day,month,day_of_week,AQI,aqi_rolling_mean_3
2025-01-01 00:00:00,28.3,26.9,510.0,7.7,12.2,79.0,16.0,20.6,0,1,1,2,137.1513119755535,140.91644348773605
2025-01-01 01:00:00,28.9,27.2,730.0,14.1,13.1,72.0,15.4,21.1,1,1,1,2,133.14521607211563,140.91644348773605
2025-01-01 02:00:00,31.8,30.0,1064.0,22.8,14.3,63.0,15.2,19.6,2,1,1,2,152.45280241553897,140.91644348773605
2025-01-01 03:00:00,36.8,34.9,1289.0,27.7,16.0,62.0,15.3,18.9,3,1,1,2,184.79104148374188,156.79635332379883
2025-01-01 04:00:00,40.0,38.4,1304.0,25.4,18.5,74.0,16.8,19.1,4,1,1,2,186.62142537781384,174.62175642569824
2025-01-01 05:00:00,42.3,40.3,1209.0,19.4,21.4,94.0,19.0,12.8,5,1,1,2,218.6312563318074,196.68124106445438
2025-01-01 06:00:00,43.3,40.9,1087.0,14.1,23.4,112.0,21.5,10.5,6,1,1,2,228.02551555206378,211.09273242056167
2025-01-01 07:00:00,41.0,38.0,926.0,10.9,23.7,125.0,23.6,11.8,7,1,1,2,203.95336841008594,216.87004676465236
2025-01-01 08:00:00,39.6,35.2,737.0,8.4,23.0,137.0,25.0,12.0,8,1,1,2,182.10486435445938,204.69458277220303
2025-01-01 09:00:00,39.5,33.2,631.0,7.5,22.5,143.0,25.8,11.5,9,1,1,2,170.99251952267306,185.68358409573943
2025-01-01 10:00:00,39.8,32.7,666.0,7.6,22.6,145.0,26.2,10.3,10,1,1,2,168.36477745806476,173.82072044506575
2025-01-01 11:00:00,40.4,32.4,785.0,9.3,22.8,141.0,26.1,9.4,11,1,1,2,167.5007085604823,168.95266851374004
2025-01-01 12:00:00,44.0,35.7,929.0,15.0,23.5,133.0,25.6,10.2,12,1,1,2,182.1628610281534,172.67611568223347
2025-01-01 13:00:00,52.7,47.4,1125.0,29.0,22.3,108.0,24.8,11.5,13,1,1,2,265.34076550157454,205.00144503007007
2025-01-01 14:00:00,57.5,53.8,1347.0,47.7,20.7,75.0,23.6,10.9,14,1,1,2,307.4737750268233,251.65913385218377
2025-01-01 15:00:00,56.7,53.7,1455.0,57.7,19.2,53.0,22.5,11.2,15,1,1,2,306.0765179788643,292.96368616908734
2025-01-01 16:00:00,56.0,53.2,1356.0,50.6,18.1,54.0,21.7,14.7,16,1,1,2,289.4562815742925,301.00219152666
2025-01-01 17:00:00,55.9,53.2,1143.0,34.7,17.2,66.0,20.5,16.6,17,1,1,2,299.65915615342357,298.3973185688601
2025-01-01 18:00:00,56.6,53.6,962.0,21.7,16.4,76.0,19.3,17.8,18,1,1,2,302.0722945899902,297.0625774392354
2025-01-01 19:00:00,56.8,53.6,868.0,16.0,15.8,79.0,18.5,18.1,19,1,1,2,319.33761914084823,307.02302329475395
2025-01-01 20:00:00,56.2,52.6,807.0,13.0,15.4,79.0,17.9,17.9,20,1,1,2,293.7782493400981,305.06272102364545
2025-01-01 21:00:00,54.8,51.1,755.0,11.0,15.2,79.0,17.2,17.8,21,1,1,2,277.38513463899824,296.8336677066482
2025-01-01 22:00:00,53.3,49.6,680.0,8.5,15.2,80.0,16.8,17.3,22,1,1,2,275.1875779392947,282.11698730613034
2025-01-01 23:00:00,52.0,48.5,615.0,7.0,15.5,82.0,16.2,17.4,23,1,1,2,247.48974153932232,266.6874847058717
2025-01-02 00:00:00,52.5,48.7,641.0,8.5,16.2,80.0,15.8,17.7,0,2,1,3,260.0070225574569,260.89478067869123
2025-01-02 01:00:00,52.3,48.3,842.0,15.6,17.6,73.0,15.1,18.8,1,2,1,3,259.9993944810265,255.83205285926854
2025-01-02 02:00:00,54.2,50.5,1135.0,25.2,19.6,65.0,14.9,19.6,2,2,1,3,291.1854893367188,270.39730212506737
2025-01-02 03:00:00,57.9,54.5,1351.0,30.8,21.3,64.0,14.9,18.3,3,2,1,3,313.23562827183787,288.1401706965277
2025-01-02 04:00:00,58.9,56.1,1432.0,28.8,22.5,78.0,16.4,18.3,4,2,1,3,308.7675671336996,304.3962282474187
2025-01-02 05:00:00,57.0,54.1,1437.0,22.9,23.3,99.0,18.9,10.6,5,2,1,3,296.2829101938661,306.0953685331345
2025-01-02 06:00:00,47.4,44.1,1372.0,17.4,24.0,119.0,21.9,8.0,6,2,1,3,250.0201109938189,285.0235294404615
2025-01-02 07:00:00,33.6,30.2,1176.0,13.3,24.3,135.0,23.9,7.3,7,2,1,3,147.75201355551232,231.3516782477324
2025-01-02 08:00:00,27.8,24.1,909.0,9.7,24.3,149.0,24.7,5.4,8,2,1,3,118.79396425619447,172.18869626850855
2025-01-02 09:00:00,26.7,22.7,765.0,8.0,24.6,158.0,25.3,4.1,9,2,1,3,113.82749355421633,126.79115712197436
2025-01-02 10:00:00,26.6,22.6,794.0,5.7,24.9,163.0,25.6,4.0,10,2,1,3,119.80460261480786,117.47535347507288
2025-01-02 11:00:00,27.0,23.2,944.0,5.3,25.5,164.0,25.4,6.2,11,2,1,3,104.1448310563585,112.59230907512755
2025-01-02 12:00:00,50.4,41.9,1255.0,16.4,28.0,157.0,24.2,9.1,12,2,1,3,218.45498235924165,147.46813867680265
2025-01-02 13:00:00,66.6,59.6,1885.0,45.1,31.5,117.0,22.6,15.1,13,2,1,3,352.85942503828755,225.15307948462922
2025-01-02 14:00:00,85.4,79.2,2675.0,84.0,36.2,62.0,21.6,10.5,14,2,1,3,494.26905498227114,355.19448745993344
2025-01-02 15:00:00,92.4,87.3,3188.0,109.1,38.3,22.0,20.6,12.6,15,2,1,3,564.0528475997376,470.39377587343205
2025-01-02 16:00:00,87.5,83.1,3223.0,107.4,35.6,12.0,19.6,13.1,16,2,1,3,526.2547223657119,528.1922083159069
2025-01-02 17:00:00,79.4,76.4,2982.0,91.8,30.2,17.0,19.0,11.2,17,2,1,3,454.2279343604983,514.8451681086493
2025-01-02 18:00:00,72.9,70.1,2629.0,76.9,25.2,24.0,19.0,11.2,18,2,1,3,420.19547976032845,466.8927121621795
2025-01-02 19:00:00,69.2,66.4,2139.0,67.8,21.1,28.0,18.8,10.9,19,2,1,3,398.51190397987205,424.3117727002329
2025-01-02 20:00:00,68.0,64.3,1538.0,59.3,17.4,33.0,18.5,10.9,20,2,1,3,382.7418122430148,400.4830653277384
2025-01-02 21:00:00,68.0,63.8,1068.0,50.3,14.7,39.0,17.8,10.1,21,2,1,3,357.0244763712825,379.4260641980564
2025-01-02 22:00:00,68.5,64.0,806.0,38.2,13.6,47.0,17.1,8.9,22,2,1,3,367.75293859700804,369.1730757371017
2025-01-02 23:00:00,68.9,64.3,676.0,25.6,13.6,54.0,16.4,8.7,23,2,1,3,373.8897138436199,366.22237627063686
2025-01-03 00:00:00,70.5,65.7,689.0,13.0,14.3,71.0,15.7,7.6,0,3,1,4,388.00488837733184,376.54918027265325
2025-01-03 01:00:00,72.2,67.1,935.0,22.4,15.8,60.0,14.9,11.8,1,3,1,4,382.6634005276899,381.51933424954717
2025-01-03 02:00:00,76.4,71.0,1324.0,35.1,18.1,45.0,14.9,11.8,2,3,1,4,419.0033518261665,396.55721357706267
2025-01-03 03:00:00,82.9,77.5,1598.0,42.6,20.3,43.0,15.1,11.1,3,3,1,4,474.46023962726116,425.3756639937058
2025-01-03 04:00:00,84.5,80.3,1656.0,40.1,21.7,62.0,16.8,12.3,4,3,1,4,485.72606879256824,459.72988674866525
2025-01-03 05:00:00,81.0,74.7,1598.0,32.4,23.2,93.0,19.6,12.0,5,3,1,4,446.4381522717058,468.87482023051166
2025-01-03 06:00:00,68.7,59.6,1468.0,25.0,26.5,122.0,22.1,5.6,6,3,1,4,348.21352050548364,426.7925805232525
2025-01-03 07:00:00,59.5,51.1,1224.0,19.1,33.7,146.0,23.4,1.7,7,3,1,4,270.81789986489986,355.15652421402973
2025-01-03 08:00:00,58.6,50.8,907.0,13.5,42.7,167.0,24.2,3.1,8,3,1,4,275.0922416527038,298.0412206743624
2025-01-03 09:00:00,58.3,51.0,685.0,10.2,49.6,183.0,24.5,6.6,9,3,1,4,279.23454231157405,275.0482279430592
2025-01-03 10:00:00,59.5,52.4,609.0,9.9,53.1,193.0,24.3,12.1,10,3,1,4,303.0342098742756,285.78699794618444
2025-01-03 11:00:00,61.0,54.0,629.0,12.0,54.4,197.0,23.5,15.7,11,3,1,4,308.46197851515063,296.910243567
2025-01-03 12:00:00,70.8,61.7,760.0,16.6,54.3,191.0,22.7,12.7,12,3,1,4,357.6116252017064,323.03593786371084
2025-01-03 13:00:00,78.7,71.0,1096.0,27.7,48.8,165.0,22.2,13.2,13,3,1,4,423.6740810507388,363.24922825586526
2025-01-03 14:00:00,82.4,75.4,1544.0,43.1,41.1,128.0,21.5,13.2,14,3,1,4,468.18979050835964,416.49183225360156
2025-01-03 15:00:00,83.1,75.7,1838.0,55.7,35.2,97.0,21.2,11.5,15,3,1,4,448.50905136093826,446.7909743066789
2025-01-03 16:00:00,83.1,75.7,1818.0,62.8,32.9,77.0,20.9,12.5,16,3,1,4,448.74166644883917,455.14683610604567
2025-01-03 17:00:00,85.9,78.2,1645.0,67.2,32.3,63.0,20.7,13.7,17,3,1,4,465.3054053020057,454.1853743705944
2025-01-03 18:00:00,91.3,82.9,1535.0,69.5,31.8,52.0,20.6,15.3,18,3,1,4,514.9421870914002,476.329752947415
2025-01-03 19:00:00,93.8,84.5,1632.0,70.2,30.8,43.0,20.6,15.2,19,3,1,4,522.0465226522971,500.7647050152343
2025-01-03 20:00:00,94.3,85.0,1793.0,68.9,29.8,37.0,20.7,16.0,20,3,1,4,529.8138072082107,522.2675056506359
2025-01-03 21:00:00,91.5,82.7,1801.0,65.5,28.8,33.0,20.5,18.7,21,3,1,4,511.36000156156206,521.0734438073565
2025-01-03 22:00:00,88.5,80.1,1481.0,57.8,27.7,33.0,20.1,16.5,22,3,1,4,491.9166972858427,511.0301686852052
2025-01-03 23:00:00,86.6,78.2,1008.0,48.0,26.6,36.0,19.6,18.9,23,3,1,4,465.87216033069,489.71628639269824
2025-01-04 00:00:00,92.7,84.1,699.0,46.0,27.7,33.0,19.5,22.2,0,4,1,5,517.7796835213113,491.85618037928134
2025-01-04 01:00:00,92.9,82.7,750.0,51.6,29.2,23.0,18.7,17.5,1,4,1,5,503.0575985922629,495.569814148088
2025-01-04 02:00:00,97.6,86.4,964.0,58.7,31.3,11.0,18.0,16.5,2,4,1,5,550.0789287400701,523.6387369512148
2025-01-04 03:00:00,108.3,98.0,1068.0,59.3,32.4,11.0,17.2,19.2,3,4,1,5,630.2962701401423,561.1442658241584
2025-01-04 04:00:00,114.8,108.7,917.0,47.1,31.8,36.0,17.7,14.8,4,4,1,5,727.4311372083994,635.9354453628706
2025-01-04 05:00:00,76.4,55.1,656.0,28.4,30.1,73.0,19.5,11.4,5,4,1,5,306.82630290494336,554.8512367511617
2025-01-04 06:00:00,64.5,32.5,448.0,13.8,28.2,104.0,21.2,9.6,6,4,1,5,162.95753542604797,399.0716585131302
2025-01-04 07:00:00,59.6,28.1,356.0,7.9,25.9,120.0,22.9,9.5,7,4,1,5,140.9814374439261,203.58842525830576
2025-01-04 08:00:00,50.9,25.4,316.0,6.2,23.3,130.0,23.8,11.3,8,4,1,5,123.09582446585677,142.3449324452769
2025-01-04 09:00:00,45.5,24.1,299.0,5.9,21.5,134.0,24.2,13.9,9,4,1,5,122.14413649293009,128.7404661342376
2025-01-04 10:00:00,44.4,23.5,291.0,5.6,21.1,133.0,24.1,16.8,10,4,1,5,122.6563338210195,122.6320982599354
2025-01-04 11:00:00,46.0,22.6,305.0,6.8,21.5,126.0,23.5,19.8,11,4,1,5,113.41161472241605,119.40402834545517
2025-01-04 12:00:00,48.0,21.7,350.0,10.2,20.8,111.0,22.6,20.1,12,4,1,5,105.37638272189798,113.81477708844447
2025-01-04 13:00:00,47.7,25.4,454.0,19.8,20.2,93.0,21.7,21.1,13,4,1,5,118.55707883479926,112.44835875970439
2025-01-04 14:00:00,48.9,26.6,589.0,32.8,19.3,67.0,20.7,20.4,14,4,1,5,137.31425211070442,120.41590455580051
2025-01-04 15:00:00,48.0,24.2,673.0,41.6,18.4,49.0,20.1,20.1,15,4,1,5,127.14740117175815,127.6729107057539
2025-01-04 16:00:00,44.1,21.2,656.0,41.5,17.4,45.0,19.5,19.1,16,4,1,5,109.5341344823231,124.66526258826184
2025-01-04 17:00:00,40.4,19.7,587.0,37.2,16.3,49.0,19.0,16.6,17,4,1,5,99.60609841822347,112.09587802410154
2025-01-04 18:00:00,38.5,19.8,539.0,34.8,15.4,49.0,18.7,16.1,18,4,1,5,95.0254287939542,101.38855389816689
2025-01-04 19:00:00,40.6,21.8,550.0,37.7,15.0,41.0,18.4,15.4,19,4,1,5,107.03869654253289,100.55674125157014
2025-01-04 20:00:00,45.6,25.5,580.0,42.5,14.8,29.0,17.9,13.5,20,4,1,5,119.75198185437188,107.27203573028629
2025-01-04 21:00:00,48.3,29.4,582.0,45.2,14.6,21.0,17.1,10.0,21,4,1,5,144.63816308405964,123.80961382698808
2025-01-04 22:00:00,45.3,31.4,481.0,42.9,13.8,19.0,15.8,11.9,22,4,1,5,167.76296463293468,144.0510365237887
2025-01-04 23:00:00,44.1,32.1,352.0,38.4,12.9,19.0,14.9,10.5,23,4,1,5,180.827738094561,164.40962193718508
2025-01-05 00:00:00,51.3,36.2,367.0,36.7,15.1,24.0,13.9,10.3,0,5,1,6,191.40612732414468,179.99894335054674
2025-01-05 01:00:00,53.7,41.3,680.0,41.2,17.3,22.0,14.1,11.7,1,5,1,6,217.3356693916042,196.52317827010324
2025-01-05 02:00:00,60.3,49.8,1137.0,47.0,20.4,21.0,13.3,12.2,2,5,1,6,267.5976977145654,225.44649814343805
2025-01-05 03:00:00,67.5,59.1,1448.0,48.6,23.3,28.0,13.1,11.4,3,5,1,6,328.49542177375525,271.14292962664155
2025-01-05 04:00:00,66.4,61.0,1475.0,42.4,25.6,50.0,14.8,10.8,4,5,1,6,338.0030016050376,311.3653736977861
2025-01-05 05:00:00,57.9,52.3,1356.0,31.9,27.7,80.0,17.5,7.1,5,5,1,6,286.4332185054102,317.6438806280676
2025-01-05 06:00:00,50.6,42.4,1212.0,22.8,29.8,106.0,20.0,2.4,6,5,1,6,215.81868617000097,280.0849687601496
2025-01-05 07:00:00,50.1,32.0,1066.0,16.6,32.2,123.0,21.4,3.5,7,5,1,6,160.7567973685017,221.00290068130425
2025-01-05 08:00:00,48.0,28.4,895.0,11.7,34.6,136.0,22.2,6.3,8,5,1,6,149.1451827729511,175.2402221038179
2025-01-05 09:00:00,47.6,28.9,746.0,8.9,36.4,145.0,22.5,9.8,9,5,1,6,148.36821166877203,152.75673060340822
2025-01-05 10:00:00,48.8,29.8,604.0,7.7,37.7,151.0,22.4,12.6,10,5,1,6,154.9460477015468,150.8198140477566
2025-01-05 11:00:00,50.5,30.3,485.0,8.6,38.4,153.0,21.9,14.2,11,5,1,6,150.92912250589688,151.4144606254052
2025-01-05 12:00:00,57.0,38.9,486.0,14.4,40.1,153.0,21.2,14.1,12,5,1,6,208.77044727319927,171.5485391602143
2025-01-05 13:00:00,63.3,47.6,708.0,31.7,37.1,122.0,20.2,14.4,13,5,1,6,253.77805965983046,204.4925431463088
2025-01-05 14:00:00,68.5,52.6,1050.0,55.6,32.9,78.0,19.4,14.4,14,5,1,6,298.7242751905594,253.7575940411963
2025-01-05 15:00:00,67.1,49.6,1309.0,73.4,29.4,43.0,18.8,14.8,15,5,1,6,262.3269071125177,271.6097473209691
2025-01-05 16:00:00,64.3,46.7,1417.0,79.9,27.7,25.0,18.1,13.8,16,5,1,6,261.8492230280601,274.300135110379
2025-01-05 17:00:00,62.4,47.1,1442.0,80.3,26.6,16.0,17.9,13.0,17,5,1,6,249.20539823733188,257.79384279263655
2025-01-05 18:00:00,62.4,51.1,1380.0,77.6,25.0,11.0,17.0,9.7,18,5,1,6,281.13196770828364,264.0621963245585
2025-01-05 19:00:00,58.4,50.4,1184.0,72.1,21.9,9.0,16.5,11.2,19,5,1,6,279.58714186089736,269.97483593550425
2025-01-05 20:00:00,50.1,43.8,902.0,63.6,18.3,12.0,16.3,12.8,20,5,1,6,237.33888734505928,266.01933230474674
2025-01-05 21:00:00,42.1,37.0,669.0,54.4,15.2,16.0,15.6,14.1,21,5,1,6,203.65005863326073,240.1920292797391
2025-01-05 22:00:00,36.4,31.9,505.0,43.4,13.0,22.0,14.9,12.3,22,5,1,6,175.43671262278062,205.4752195337002
2025-01-05 23:00:00,32.6,28.5,391.0,31.8,11.5,29.0,14.4,12.4,23,5,1,6,140.56541024855912,173.2173938348668
2025-01-06 00:00:00,35.5,31.3,407.0,37.8,11.4,20.0,13.9,12.5,0,6,1,0,167.03061765991802,161.01091351041921
2025-01-06 01:00:00,33.5,29.7,667.0,41.7,12.5,15.0,13.5,13.7,1,6,1,0,169.1528890998706,158.91630566944923
2025-01-06 02:00:00,37.1,33.4,1056.0,46.6,14.3,9.0,13.2,14.4,2,6,1,0,177.5473908752078,171.2436325449988
2025-01-06 03:00:00,45.2,41.3,1313.0,47.4,17.3,13.0,13.2,15.7,3,6,1,0,211.3936235760031,186.0313011836938
2025-01-06 04:00:00,45.2,41.2,1317.0,40.4,23.2,38.0,14.9,18.1,4,6,1,0,222.27703804784073,203.7393508330172
2025-01-06 05:00:00,39.7,32.4,1188.0,29.4,30.3,73.0,18.0,16.4,5,6,1,0,163.19112896271255,198.95393019551875
2025-01-06 06:00:00,33.3,22.2,1024.0,20.0,34.4,101.0,20.8,9.0,6,6,1,0,125.33348933441479,170.267218781656
2025-01-06 07:00:00,28.3,18.7,807.0,14.2,33.1,115.0,22.5,7.1,7,6,1,0,85.17768309550362,124.56743379754364
2025-01-06 08:00:00,24.7,17.3,555.0,10.2,28.9,123.0,23.6,5.6,8,6,1,0,86.06777638402598,98.85964960464811
2025-01-06 09:00:00,21.6,15.9,413.0,8.0,24.9,126.0,24.3,3.1,9,6,1,0,70.89363914081567,80.7130328734484
2025-01-06 10:00:00,18.8,14.6,394.0,6.2,21.9,127.0,24.5,3.3,10,6,1,0,59.012710229722,71.9913752515212
2025-01-06 11:00:00,16.1,13.1,485.0,6.2,19.1,125.0,23.8,8.6,11,6,1,0,62.536516857888024,64.14762207614187
2025-01-06 12:00:00,16.8,15.4,797.0,13.0,21.4,114.0,22.6,10.3,12,6,1,0,72.12876811619616,64.55933173460204
2025-01-06 13:00:00,32.2,31.3,1619.0,34.8,25.5,85.0,20.9,14.5,13,6,1,0,150.2487719563262,94.97135231013677
2025-01-06 14:00:00,50.6,50.1,2662.0,64.5,30.8,45.0,20.2,12.4,14,6,1,0,279.6460555303409,167.34119853428774
2025-01-06 15:00:00,53.0,52.6,3171.0,83.9,32.5,17.0,20.0,6.4,15,6,1,0,302.0306741935733,243.97516722674678
2025-01-06 16:00:00,41.3,41.0,2641.0,84.5,27.4,11.0,19.5,7.2,16,6,1,0,220.2191804697694,267.2986367312278
2025-01-06 17:00:00,29.7,29.3,1577.0,74.8,18.7,17.0,18.8,12.0,17,6,1,0,146.1416215061594,222.79715872316737
2025-01-06 18:00:00,24.0,23.5,745.0,62.5,11.7,26.0,17.6,14.2,18,6,1,0,124.2047481885133,163.52185005481402
2025-01-06 19:00:00,21.5,20.5,468.0,48.0,8.6,38.0,16.5,16.9,19,6,1,0,103.01870171615592,124.45502380360954
2025-01-06 20:00:00,20.0,18.3,422.0,30.8,7.3,53.0,15.9,18.9,20,6,1,0,80.351837306315,102.52509573699473
2025-01-06 21:00:00,18.5,16.3,404.0,17.6,6.5,65.0,15.4,21.0,21,6,1,0,87.67390181288837,90.34814694511975
2025-01-06 22:00:00,16.9,14.7,328.0,10.6,5.9,73.0,15.0,21.7,22,6,1,0,65.44734298115057,77.82436070011796
2025-01-06 23:00:00,15.3,13.2,279.0,7.6,5.9,78.0,14.6,22.4,23,6,1,0,62.00564772755432,71.7089641738644
2025-01-07 00:00:00,15.0,13.2,313.0,9.5,6.5,71.0,14.3,23.3,0,7,1,1,63.05924027916909,63.50407699595797
2025-01-07 01:00:00,14.6,12.8,497.0,15.9,7.1,64.0,13.7,23.9,1,7,1,1,50.708570890655324,58.591152965792894
2025-01-07 02:00:00,16.1,14.4,762.0,24.5,8.1,55.0,13.4,23.9,2,7,1,1,76.78580467837348,63.51787194939928
2025-01-07 03:00:00,20.1,18.5,960.0,29.3,9.6,53.0,13.6,22.8,3,7,1,1,74.64788590274398,67.38075382392424
2025-01-07 04:00:00,22.5,21.0,1037.0,27.0,12.1,64.0,15.1,22.9,4,7,1,1,101.27032630592203,84.2346722956798
2025-01-07 05:00:00,20.8,18.9,1046.0,21.0,15.0,82.0,17.8,19.4,5,7,1,1,80.94787687878028,85.6220296958154
2025-01-07 06:00:00,18.6,16.9,993.0,15.5,17.4,99.0,20.5,11.3,6,7,1,1,81.2415196786089,87.81990762110372
2025-01-07 07:00:00,15.9,14.9,830.0,11.7,18.5,112.0,22.4,11.4,7,7,1,1,67.961457421225,76.71695132620471
2025-01-07 08:00:00,14.8,14.0,605.0,8.4,19.1,124.0,23.6,9.4,8,7,1,1,43.45313987987002,64.21870565990129
2025-01-07 09:00:00,14.4,13.8,466.0,6.8,19.5,132.0,24.4,7.6,9,7,1,1,69.08334989556143,60.16598239888547
2025-01-07 10:00:00,14.5,13.9,428.0,5.2,19.9,138.0,24.8,7.0,10,7,1,1,65.99869360440275,59.51172779327805
2025-01-07 11:00:00,14.8,14.3,475.0,5.2,20.1,139.0,24.9,7.0,11,7,1,1,77.60634703488319,70.89613017828243
2025-01-07 12:00:00,15.7,15.7,708.0,12.9,20.9,125.0,24.5,5.3,12,7,1,1,75.96993998167278,73.19166020698621
2025-01-07 13:00:00,27.2,27.2,1334.0,34.7,23.0,94.0,22.9,2.2,13,7,1,1,159.45763500758704,104.34464067471431
2025-01-07 14:00:00,45.9,45.9,2146.0,64.7,25.9,51.0,21.4,4.8,14,7,1,1,242.61497965538015,159.34751821487998
2025-01-07 15:00:00,49.9,49.9,2620.0,85.9,27.3,20.0,20.6,8.7,15,7,1,1,264.0153035056142,222.0293060561938
2025-01-07 16:00:00,44.5,44.5,2453.0,91.3,26.0,11.0,20.0,10.1,16,7,1,1,245.0974196265826,250.57590092919227
2025-01-07 17:00:00,38.8,38.8,1947.0,87.9,23.3,14.0,19.0,11.9,17,7,1,1,186.85607458052792,231.98959923757488
2025-01-07 18:00:00,34.6,34.6,1493.0,80.4,20.8,20.0,17.6,13.3,18,7,1,1,186.66983785097244,206.20777735269428
2025-01-07 19:00:00,31.9,31.9,1222.0,67.8,18.8,27.0,16.6,13.8,19,7,1,1,156.9212672488502,176.81572656011681
2025-01-07 20:00:00,29.3,29.3,1002.0,51.0,17.0,37.0,15.8,13.0,20,7,1,1,154.05558143822603,165.8822288460162
2025-01-07 21:00:00,26.7,26.7,823.0,37.0,15.6,45.0,14.9,11.2,21,7,1,1,146.12023748004268,152.3656953890396
2025-01-07 22:00:00,24.0,24.0,638.0,27.5,14.7,49.0,14.4,9.4,22,7,1,1,132.0851974631788,144.08700546048246
2025-01-07 23:00:00,21.7,21.7,493.0,20.8,14.2,52.0,13.8,8.9,23,7,1,1,107.979693604535,128.72837618258546
2025-01-08 00:00:00,23.0,23.0,518.0,25.6,13.0,37.0,13.1,8.3,0,8,1,2,105.08191518164779,115.04893541645383
2025-01-08 01:00:00,21.1,21.0,853.0,31.2,13.8,29.0,12.0,9.2,1,8,1,2,110.33778240312272,107.79979706310179
2025-01-08 02:00:00,22.6,22.6,1358.0,38.6,15.2,20.0,11.6,9.0,2,8,1,2,124.81831324829281,113.41267027768772
2025-01-08 03:00:00,31.0,31.0,1736.0,42.3,17.5,21.0,11.5,8.5,3,8,1,2,155.8152359923679,130.32377721459443
2025-01-08 04:00:00,31.9,31.9,1878.0,39.1,21.2,43.0,13.6,8.1,4,8,1,2,159.53316358210333,146.72223760758797
2025-01-08 05:00:00,29.2,29.1,1894.0,32.2,25.9,75.0,17.2,7.6,5,8,1,2,146.24651435750442,153.8649713106585
2025-01-08 06:00:00,22.4,22.4,1813.0,25.9,30.7,103.0,20.2,3.8,6,8,1,2,107.19088208912677,137.65685334291146
2025-01-08 07:00:00,18.0,17.8,1590.0,21.1,35.7,121.0,22.1,2.9,7,8,1,2,69.19641905614519,107.54460516759208
2025-01-08 08:00:00,18.2,17.6,1271.0,16.9,40.8,134.0,23.1,3.9,8,8,1,2,89.59347446472349,88.66025853666513
2025-01-08 09:00:00,19.6,18.9,1021.0,14.7,45.1,143.0,23.5,6.8,9,8,1,2,93.8788336044454,84.22290904177133
2025-01-08 10:00:00,21.5,20.8,892.0,14.0,48.7,152.0,23.3,9.3,10,8,1,2,115.5744551238459,99.68225439767156
2025-01-08 11:00:00,23.3,22.6,834.0,15.3,51.5,157.0,22.8,12.6,11,8,1,2,111.73184860630006,107.06171244486374
2025-01-08 12:00:00,26.9,26.8,856.0,20.2,55.3,154.0,21.8,12.5,12,8,1,2,146.1493843726051,124.48522936758366
2025-01-08 13:00:00,34.3,34.2,1022.0,35.9,50.8,126.0,20.7,12.4,13,8,1,2,173.10450672234722,143.66191323375077
2025-01-08 14:00:00,40.7,40.5,1270.0,57.3,44.5,87.0,20.1,13.9,14,8,1,2,208.87788097667197,176.04392402387472
2025-01-08 15:00:00,40.7,40.4,1423.0,71.4,38.8,58.0,19.6,14.6,15,8,1,2,225.7531803169744,202.57852267199783
2025-01-08 16:00:00,39.7,39.0,1394.0,71.6,34.8,48.0,18.8,14.0,16,8,1,2,210.53822624866945,215.05642918077191
2025-01-08 17:00:00,38.6,37.8,1271.0,64.5,31.5,47.0,18.0,14.7,17,8,1,2,187.06421059870786,207.78520572145052
2025-01-08 18:00:00,37.8,36.9,1138.0,56.6,28.3,47.0,17.5,15.1,18,8,1,2,210.25796994783607,202.62013559840443
2025-01-08 19:00:00,35.9,34.9,1021.0,49.5,25.0,47.0,17.0,13.7,19,8,1,2,192.916169219098,196.74611658854727
2025-01-08 20:00:00,33.2,32.4,896.0,41.7,21.8,48.0,16.4,12.6,20,8,1,2,171.84987144320718,191.6746702033804
2025-01-08 21:00:00,31.1,30.2,771.0,35.3,19.2,48.0,15.9,13.2,21,8,1,2,156.5072624704547,173.75776771091992
2025-01-08 22:00:00,29.6,28.5,601.0,30.4,17.1,44.0,15.4,14.6,22,8,1,2,144.8374044390075,157.7315127842231
2025-01-08 23:00:00,28.3,26.9,431.0,27.0,15.5,39.0,14.6,14.2,23,8,1,2,144.56543090679838,148.63669927208684
2025-01-09 00:00:00,28.4,26.6,415.0,26.1,14.8,34.0,14.0,13.5,0,9,1,3,123.95824942082714,137.7870282555443
2025-01-09 01:00:00,28.6,26.5,677.0,32.3,15.9,26.0,12.8,12.4,1,9,1,3,130.25223034302957,132.92530355688498
2025-01-09 02:00:00,31.3,29.2,1092.0,40.6,17.6,16.0,12.9,9.7,2,9,1,3,154.07256803328605,136.09434926571421
2025-01-09 03:00:00,37.5,35.7,1434.0,44.7,19.6,19.0,12.2,9.6,3,9,1,3,199.2186699988281,161.18115612504786
2025-01-09 04:00:00,37.3,36.1,1658.0,41.1,22.5,45.0,13.6,11.1,4,9,1,3,203.3006672704919,185.53063510086864
2025-01-09 05:00:00,33.9,33.4,1809.0,33.3,25.8,82.0,17.0,12.8,5,9,1,3,177.59686384678258,193.37206703870083
2025-01-09 06:00:00,29.8,29.7,1795.0,25.7,27.6,114.0,20.5,7.2,6,9,1,3,163.03431640380248,181.31061584035896
2025-01-09 07:00:00,21.9,21.8,1478.0,18.8,26.5,133.0,22.6,7.2,7,9,1,3,112.6217863420567,151.0843221975472
